word,chi2_score,p_value,association,freq_class0,freq_class1
sound,4.718676657925123,0.02983669671609109,Kein Disaster,23,7
beautiful,4.718676657925123,0.02983669671609109,Kein Disaster,23,7
aren,4.699326829357199,0.03017443373678693,Kein Disaster,12,2
girls,4.699326829357199,0.03017443373678693,Kein Disaster,12,2
wind,4.698913387995175,0.03018169337119552,Disaster,17,25
collided,4.698913387995175,0.03018169337119552,Disaster,17,25
explosion,4.6444951383126085,0.031153299500439532,Disaster,19,27
strong,4.628265160461545,0.031449348221093826,Disaster,4,10
jonathan,4.628265160461545,0.031449348221093826,Disaster,4,10
cream,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
stuart,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
mood,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
weeks,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
sing,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
write,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
touch,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
girlfriend,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
entertainment,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
pc,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
joy,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
gained,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
xbox,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
movies,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
mikeparractor,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
monogram,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
tryna,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
load,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
cute,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
sweet,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
surprise,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
diving,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
huh,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
butter,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
floyd,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
hip,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
satchel,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
blessed,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
button,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
shepherd,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
itunes,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
edition,4.520036849378165,0.033500109855840315,Kein Disaster,6,0
deadly,4.4507861574626855,0.034885183634661136,Disaster,2,7
continue,4.4507861574626855,0.034885183634661136,Disaster,2,7
budget,4.4507861574626855,0.034885183634661136,Disaster,2,7
units,4.4507861574626855,0.034885183634661136,Disaster,2,7
trfc,4.4507861574626855,0.034885183634661136,Disaster,2,7
outlook,4.4507861574626855,0.034885183634661136,Disaster,2,7
forget,4.4507861574626855,0.034885183634661136,Disaster,2,7
attacks,4.4507861574626855,0.034885183634661136,Disaster,2,7
cop,4.4507861574626855,0.034885183634661136,Disaster,2,7
relief,4.4507861574626855,0.034885183634661136,Disaster,2,7
added,4.447137784589268,0.03495979418035022,Kein Disaster,14,3
gop,4.447137784589268,0.03495979418035022,Kein Disaster,14,3
block,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
apply,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
colour,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
sleeping,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
sit,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
hobo,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
round,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
combo,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
tired,4.434792027308645,0.035213509655870605,Kein Disaster,9,1
fall,4.422011509708327,0.035478189555116356,Kein Disaster,32,12
free,4.422011509708327,0.035478189555116356,Kein Disaster,32,12
line,4.405894020840834,0.035814947482557834,Disaster,10,17
hazard,4.356675292462193,0.03686418429392806,Kein Disaster,30,11
destroy,4.356675292462193,0.03686418429392806,Kein Disaster,30,11
potus,4.340727903539628,0.0372110114989927,Disaster,5,11
ave,4.340727903539628,0.0372110114989927,Disaster,5,11
holding,4.340727903539628,0.0372110114989927,Disaster,5,11
50,4.3185884745644145,0.03769818083182843,Disaster,11,18
media,4.3185884745644145,0.03769818083182843,Disaster,11,18
dont,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
friends,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
drake,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
pay,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
haha,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
gbbo,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
star,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
looking,4.304683523858381,0.03800756638838602,Kein Disaster,16,4
catastrophe,4.298958657022815,0.03813571707668063,Kein Disaster,28,10
apocalypse,4.250820924426203,0.03923136197121955,Kein Disaster,26,9
oh,4.250820924426203,0.03923136197121955,Kein Disaster,26,9
pretty,4.229024349063086,0.03973827725122605,Kein Disaster,18,5
eyes,4.229024349063086,0.03973827725122605,Kein Disaster,18,5
online,4.229024349063086,0.03973827725122605,Kein Disaster,18,5
siren,4.197038884302598,0.04049463069434787,Kein Disaster,20,6
guys,4.197038884302598,0.04049463069434787,Kein Disaster,20,6
making,4.19517321956612,0.04053921146941574,Kein Disaster,22,7
murderer,4.190408904544378,0.0406532905686503,Disaster,13,20
past,4.144228421082724,0.04177669046749133,Disaster,14,21
germs,4.1260614016423105,0.042227523312571416,Disaster,6,12
hazardous,4.107405951042739,0.042695802311862936,Disaster,15,22
funny,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
haven,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
loved,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
offroad,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
answer,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
nigga,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
games,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
absolutely,4.035674437568036,0.0445478659317344,Kein Disaster,11,2
food,4.021851401773152,0.04491438311785489,Disaster,20,27
vehicles,3.989818272821055,0.045776001098072804,Disaster,1,5
documents,3.989818272821055,0.045776001098072804,Disaster,1,5
focus,3.989818272821055,0.045776001098072804,Disaster,1,5
passenger,3.989818272821055,0.045776001098072804,Disaster,1,5
residential,3.989818272821055,0.045776001098072804,Disaster,1,5
boston,3.989818272821055,0.045776001098072804,Disaster,1,5
maximum,3.989818272821055,0.045776001098072804,Disaster,1,5
rally,3.989818272821055,0.045776001098072804,Disaster,1,5
intensity,3.989818272821055,0.045776001098072804,Disaster,1,5
th,3.989818272821055,0.045776001098072804,Disaster,1,5
unlocked,3.989818272821055,0.045776001098072804,Disaster,1,5
pilots,3.989818272821055,0.045776001098072804,Disaster,1,5
afghan,3.989818272821055,0.045776001098072804,Disaster,1,5
jan,3.989818272821055,0.045776001098072804,Disaster,1,5
murderous,3.989818272821055,0.045776001098072804,Disaster,1,5
plug,3.989818272821055,0.045776001098072804,Disaster,1,5
cleared,3.989818272821055,0.045776001098072804,Disaster,1,5
italy,3.989818272821055,0.045776001098072804,Disaster,1,5
sicily,3.989818272821055,0.045776001098072804,Disaster,1,5
failed,3.989818272821055,0.045776001098072804,Disaster,1,5
warns,3.989818272821055,0.045776001098072804,Disaster,1,5
wed,3.989818272821055,0.045776001098072804,Disaster,1,5
pak,3.989818272821055,0.045776001098072804,Disaster,1,5
jet,3.989818272821055,0.045776001098072804,Disaster,1,5
gang,3.989818272821055,0.045776001098072804,Disaster,1,5
94,3.989818272821055,0.045776001098072804,Disaster,1,5
anchorage,3.989818272821055,0.045776001098072804,Disaster,1,5
theatre,3.989818272821055,0.045776001098072804,Disaster,1,5
users,3.989818272821055,0.045776001098072804,Disaster,1,5
student,3.989818272821055,0.045776001098072804,Disaster,1,5
mma,3.989818272821055,0.045776001098072804,Disaster,1,5
grief,3.989818272821055,0.045776001098072804,Disaster,1,5
dramatic,3.989818272821055,0.045776001098072804,Disaster,1,5
chinese,3.989818272821055,0.045776001098072804,Disaster,1,5
nytimes,3.989818272821055,0.045776001098072804,Disaster,1,5
authorities,3.989818272821055,0.045776001098072804,Disaster,1,5
trent,3.9759195353512684,0.04615524612626703,Disaster,3,8
tension,3.9759195353512684,0.04615524612626703,Disaster,3,8
bay,3.9759195353512684,0.04615524612626703,Disaster,3,8
action,3.9624044282622117,0.04652719990270929,Disaster,7,13
gun,3.9624044282622117,0.04652719990270929,Disaster,7,13
destruction,3.9044164493016176,0.04815934993405169,Kein Disaster,29,11
danger,3.8358583202045144,0.050167298978711215,Kein Disaster,27,10
nearly,3.835845293803727,0.050167688794078034,Disaster,8,14
17,3.835845293803727,0.050167688794078034,Disaster,8,14
neighbour,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
lamp,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
niggas,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
biggest,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
tweet,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
bed,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
thinking,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
unconfirmed,3.828823532238488,0.05037828182027241,Kein Disaster,13,3
detonate,3.77524762162361,0.05201620117312409,Kein Disaster,25,9
education,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
multiplayer,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
clip,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
clothes,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
wonderful,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
nose,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
grade,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
fingers,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
patrick,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
fantastic,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
judge,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
z10,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
title,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
invalid,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
wet,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
np,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
status,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
singing,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
throw,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
election,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
mother,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
earners,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
porn,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
summerfate,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
easily,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
bb17,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
lowly,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
captain,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
ugh,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
bitches,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
characters,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
protector,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
blackberry,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
instagram,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
decided,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
darude,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
romance,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
doubt,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
hes,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
hieroglyphics,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
heaven,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
huffman,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
honors,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
hop,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
loves,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
bob,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
putting,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
tag,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
dk,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
brothers,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
written,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
ww1,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
taste,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
bride,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
holiday,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
tempered,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
republican,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
spanish,3.7666973744818053,0.05228276815421748,Kein Disaster,5,0
center,3.737109538536456,0.05321642841026324,Disaster,9,15
transport,3.737109538536456,0.05321642841026324,Disaster,9,15
anti,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
cook,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
fleets,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
beyonce,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
dream,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
ceo,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
practice,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
brain,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
directioners,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
shouldn,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
crying,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
original,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
totaling,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
joe,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
asked,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
style,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
inundation,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
lil,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
user,3.7267943555387006,0.0535460660194833,Kein Disaster,8,1
annihilated,3.7248916720958625,0.053607105078055876,Kein Disaster,23,8
thought,3.7248916720958625,0.053607105078055876,Kein Disaster,23,8
kids,3.7248916720958625,0.053607105078055876,Kein Disaster,23,8
radio,3.7231656187042326,0.05366254150909814,Kein Disaster,15,4
try,3.7231656187042326,0.05366254150909814,Kein Disaster,15,4
eye,3.7231656187042326,0.05366254150909814,Kein Disaster,15,4
hot,3.693429649834456,0.05462718157798982,Kein Disaster,46,21
ûªt,3.6880866409597832,0.05480244869670859,Kein Disaster,21,7
having,3.6880866409597832,0.05480244869670859,Kein Disaster,21,7
seen,3.677303563958106,0.05515798482396742,Kein Disaster,17,5
sensor,3.677303563958106,0.05515798482396742,Kein Disaster,17,5
data,3.6697108588363783,0.055409795799860315,Kein Disaster,19,6
desolate,3.6697108588363783,0.055409795799860315,Kein Disaster,19,6
maybe,3.6697108588363783,0.055409795799860315,Kein Disaster,19,6
children,3.6597763826470366,0.05574111382504626,Disaster,10,16
living,3.659590686409144,0.05574732682317812,Disaster,4,9
07,3.659590686409144,0.05574732682317812,Disaster,4,9
president,3.659590686409144,0.05574732682317812,Disaster,4,9
turkish,3.659590686409144,0.05574732682317812,Disaster,4,9
response,3.659590686409144,0.05574732682317812,Disaster,4,9
office,3.659590686409144,0.05574732682317812,Disaster,4,9
spring,3.659590686409144,0.05574732682317812,Disaster,4,9
close,3.659590686409144,0.05574732682317812,Disaster,4,9
causes,3.659590686409144,0.05574732682317812,Disaster,4,9
come,3.633116649829134,0.05664065456765183,Kein Disaster,39,17
fedex,3.488931166828417,0.06178046098999004,Disaster,14,20
hostage,3.4693010974969383,0.06251772009522903,Disaster,15,21
saw,3.4693010974969383,0.06251772009522903,Disaster,15,21
lightning,3.4494262421703166,0.06327373076263598,Disaster,20,26
breaking,3.448044321840058,0.0633266580707605,Disaster,17,23
post,3.448044321840058,0.0633266580707605,Disaster,17,23
ûò,3.444703009514078,0.06345482486356738,Disaster,18,24
cut,3.438384501368592,0.06369794815574467,Disaster,5,10
riot,3.38888237994611,0.0656374258360286,Kein Disaster,26,10
future,3.386969892963407,0.06571360966643934,Kein Disaster,10,2
tablet,3.386969892963407,0.06571360966643934,Kein Disaster,10,2
paul,3.386969892963407,0.06571360966643934,Kein Disaster,10,2
door,3.386969892963407,0.06571360966643934,Kein Disaster,10,2
feat,3.386969892963407,0.06571360966643934,Kein Disaster,10,2
wish,3.386969892963407,0.06571360966643934,Kein Disaster,10,2
michael,3.386969892963407,0.06571360966643934,Kein Disaster,10,2
lane,3.350072366613574,0.06720205899368815,Disaster,2,6
justice,3.350072366613574,0.06720205899368815,Disaster,2,6
cinema,3.350072366613574,0.06720205899368815,Disaster,2,6
dropped,3.350072366613574,0.06720205899368815,Disaster,2,6
forced,3.350072366613574,0.06720205899368815,Disaster,2,6
35,3.350072366613574,0.06720205899368815,Disaster,2,6
alaska,3.350072366613574,0.06720205899368815,Disaster,2,6
portland,3.350072366613574,0.06720205899368815,Disaster,2,6
headed,3.350072366613574,0.06720205899368815,Disaster,2,6
wa,3.350072366613574,0.06720205899368815,Disaster,2,6
reduce,3.350072366613574,0.06720205899368815,Disaster,2,6
rains,3.350072366613574,0.06720205899368815,Disaster,2,6
including,3.350072366613574,0.06720205899368815,Disaster,2,6
burns,3.350072366613574,0.06720205899368815,Disaster,2,6
ur,3.2523788488211816,0.07131987937535861,Kein Disaster,22,8
thanks,3.2523788488211816,0.07131987937535861,Kein Disaster,22,8
secret,3.2285126428937847,0.07236638633848783,Kein Disaster,12,3
tried,3.2285126428937847,0.07236638633848783,Kein Disaster,12,3
cree,3.2285126428937847,0.07236638633848783,Kein Disaster,12,3
means,3.2285126428937847,0.07236638633848783,Kein Disaster,12,3
life,3.22640764258469,0.07245947520857783,Kein Disaster,61,31
deluged,3.19924101763419,0.07367245261498664,Kein Disaster,20,7
tv,3.1612171208226707,0.07540694386507939,Kein Disaster,18,6
friend,3.1607389990769974,0.07542903103941749,Kein Disaster,14,4
chile,3.1607389990769974,0.07542903103941749,Kein Disaster,14,4
ain,3.1607389990769974,0.07542903103941749,Kein Disaster,14,4
knock,3.1447845588332575,0.07617005929316921,Kein Disaster,16,5
class,3.1447845588332575,0.07617005929316921,Kein Disaster,16,5
big,3.1392044517349316,0.07643107985794273,Kein Disaster,29,12
survive,3.1392044517349316,0.07643107985794273,Kein Disaster,29,12
right,3.1255730473176486,0.077072769310054,Kein Disaster,46,22
huge,3.073722889937602,0.07956706399489992,Disaster,8,13
4x4,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
floor,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
fog,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
lovely,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
pussy,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
saturday,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
mayan,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
bruh,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
tweets,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
proof,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
rea,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
pre,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
voice,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
heavenly,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
grill,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
seat,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
companies,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
wouldn,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
crap,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
angel,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
invoices,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
shower,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
amazing,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
debate,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
shares,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
dubstep,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
root,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
watched,3.030132134550361,0.08173136027452811,Kein Disaster,7,1
hit,2.986530524358338,0.08395987794202958,Disaster,24,29
wwii,2.9823772791645973,0.08417555275272981,Disaster,3,7
26,2.9823772791645973,0.08417555275272981,Disaster,3,7
pdp,2.9823772791645973,0.08417555275272981,Disaster,3,7
squad,2.9823772791645973,0.08417555275272981,Disaster,3,7
politics,2.9823772791645973,0.08417555275272981,Disaster,3,7
trees,2.9823772791645973,0.08417555275272981,Disaster,3,7
potential,2.9823772791645973,0.08417555275272981,Disaster,3,7
lost,2.960163157916232,0.0853393290091472,Disaster,10,15
light,2.9594129273812992,0.0853789353475942,Kein Disaster,25,10
cliff,2.9594129273812992,0.0853789353475942,Kein Disaster,25,10
ago,2.9249746267276495,0.08721859614436633,Disaster,11,16
fight,2.9002094985566336,0.08856804101095178,Disaster,12,17
government,2.883850340561075,0.08947184818913785,Disaster,13,18
demolition,2.876182173286002,0.08989893596103614,Kein Disaster,23,9
market,2.876182173286002,0.08989893596103614,Kein Disaster,23,9
baby,2.876182173286002,0.08989893596103614,Kein Disaster,23,9
fatality,2.876182173286002,0.08989893596103614,Kein Disaster,23,9
power,2.8705858412617333,0.09021202624169833,Disaster,15,20
sirens,2.7992333808307572,0.09430938969701318,Kein Disaster,21,8
persons,2.798420875719107,0.09435719659312396,Disaster,1,4
27,2.798420875719107,0.09435719659312396,Disaster,1,4
worried,2.798420875719107,0.09435719659312396,Disaster,1,4
jewish,2.798420875719107,0.09435719659312396,Disaster,1,4
iranian,2.798420875719107,0.09435719659312396,Disaster,1,4
trafford,2.798420875719107,0.09435719659312396,Disaster,1,4
jamaica,2.798420875719107,0.09435719659312396,Disaster,1,4
reportedly,2.798420875719107,0.09435719659312396,Disaster,1,4
abcnews,2.798420875719107,0.09435719659312396,Disaster,1,4
philly,2.798420875719107,0.09435719659312396,Disaster,1,4
considering,2.798420875719107,0.09435719659312396,Disaster,1,4
stabbing,2.798420875719107,0.09435719659312396,Disaster,1,4
truly,2.798420875719107,0.09435719659312396,Disaster,1,4
conflict,2.798420875719107,0.09435719659312396,Disaster,1,4
numbers,2.798420875719107,0.09435719659312396,Disaster,1,4
stir,2.798420875719107,0.09435719659312396,Disaster,1,4
nu,2.798420875719107,0.09435719659312396,Disaster,1,4
losses,2.798420875719107,0.09435719659312396,Disaster,1,4
odeon,2.798420875719107,0.09435719659312396,Disaster,1,4
damages,2.798420875719107,0.09435719659312396,Disaster,1,4
charge,2.798420875719107,0.09435719659312396,Disaster,1,4
advance,2.798420875719107,0.09435719659312396,Disaster,1,4
gabon,2.798420875719107,0.09435719659312396,Disaster,1,4
olympic,2.798420875719107,0.09435719659312396,Disaster,1,4
funds,2.798420875719107,0.09435719659312396,Disaster,1,4
simulate,2.798420875719107,0.09435719659312396,Disaster,1,4
cdc,2.798420875719107,0.09435719659312396,Disaster,1,4
alert,2.798420875719107,0.09435719659312396,Disaster,1,4
strategicpatience,2.798420875719107,0.09435719659312396,Disaster,1,4
stranded,2.798420875719107,0.09435719659312396,Disaster,1,4
idp,2.798420875719107,0.09435719659312396,Disaster,1,4
increased,2.798420875719107,0.09435719659312396,Disaster,1,4
demand,2.798420875719107,0.09435719659312396,Disaster,1,4
degrees,2.798420875719107,0.09435719659312396,Disaster,1,4
lorries,2.798420875719107,0.09435719659312396,Disaster,1,4
raid,2.798420875719107,0.09435719659312396,Disaster,1,4
slow,2.798420875719107,0.09435719659312396,Disaster,1,4
495,2.798420875719107,0.09435719659312396,Disaster,1,4
serial,2.798420875719107,0.09435719659312396,Disaster,1,4
drawn,2.798420875719107,0.09435719659312396,Disaster,1,4
predicted,2.798420875719107,0.09435719659312396,Disaster,1,4
walmart,2.798420875719107,0.09435719659312396,Disaster,1,4
nation,2.798420875719107,0.09435719659312396,Disaster,1,4
highest,2.798420875719107,0.09435719659312396,Disaster,1,4
auth,2.798420875719107,0.09435719659312396,Disaster,1,4
sydney,2.798420875719107,0.09435719659312396,Disaster,1,4
mourning,2.798420875719107,0.09435719659312396,Disaster,1,4
moves,2.798420875719107,0.09435719659312396,Disaster,1,4
blocking,2.798420875719107,0.09435719659312396,Disaster,1,4
sentinel,2.798420875719107,0.09435719659312396,Disaster,1,4
hills,2.798420875719107,0.09435719659312396,Disaster,1,4
radar,2.798420875719107,0.09435719659312396,Disaster,1,4
pump,2.798420875719107,0.09435719659312396,Disaster,1,4
border,2.798420875719107,0.09435719659312396,Disaster,1,4
statement,2.798420875719107,0.09435719659312396,Disaster,1,4
tennessee,2.798420875719107,0.09435719659312396,Disaster,1,4
depth,2.798420875719107,0.09435719659312396,Disaster,1,4
rider,2.798420875719107,0.09435719659312396,Disaster,1,4
battling,2.798420875719107,0.09435719659312396,Disaster,1,4
vulnerable,2.798420875719107,0.09435719659312396,Disaster,1,4
michigan,2.798420875719107,0.09435719659312396,Disaster,1,4
scott,2.798420875719107,0.09435719659312396,Disaster,1,4
hatchet,2.798420875719107,0.09435719659312396,Disaster,1,4
coming,2.7972763766123356,0.09442458238241173,Kein Disaster,35,16
feels,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
14,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
desires,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
brought,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
son,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
reading,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
gay,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
kid,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
worlds,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
ross,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
lead,2.757289881139095,0.09681211447404581,Kein Disaster,9,2
training,2.7507076010948746,0.09721139832018595,Disaster,4,8
nyc,2.7507076010948746,0.09721139832018595,Disaster,4,8
begin,2.7507076010948746,0.09721139832018595,Disaster,4,8
effects,2.7507076010948746,0.09721139832018595,Disaster,4,8
ashes,2.7507076010948746,0.09721139832018595,Disaster,4,8
apc,2.7507076010948746,0.09721139832018595,Disaster,4,8
search,2.7507076010948746,0.09721139832018595,Disaster,4,8
million,2.7507076010948746,0.09721139832018595,Disaster,4,8
ban,2.7507076010948746,0.09721139832018595,Disaster,4,8
destroyed,2.744175811300992,0.0976093946309642,Kein Disaster,28,12
low,2.730741075198656,0.09843360036228578,Kein Disaster,19,7
brown,2.730741075198656,0.09843360036228578,Kein Disaster,19,7
getting,2.6769141258973863,0.10181284638924477,Kein Disaster,38,18
